Algorithm Data.
a,b,c,
2.52496,12.96,0.349066,36.43
2.52576,12.9671,0.349066,36.44
2.52655,12.9742,0.349066,36.45
2.52735,12.9813,0.349066,36.46
2.52814,12.9884,0.349066,36.47
2.52894,12.9956,0.349066,36.48
2.52973,13.0027,0.349066,36.49
2.53053,13.0098,0.349066,36.5
2.53132,13.017,0.349066,36.51
2.53212,13.0241,0.349066,36.52
2.53291,13.0312,0.349066,36.53
2.53371,13.0383,0.349066,36.54
2.53451,13.0455,0.349066,36.55
2.5353,13.0526,0.349066,36.56
2.5361,13.0598,0.349066,36.57
2.53689,13.0669,0.349066,36.58
2.53769,13.0741,0.349066,36.59
2.53848,13.0812,0.349066,36.6
2.53928,13.0883,0.349066,36.61
2.54007,13.0955,0.349066,36.62
2.54087,13.1026,0.349066,36.63
2.54167,13.1098,0.349066,36.64
2.54246,13.117,0.349066,36.65
2.54326,13.1241,0.349066,36.66
2.54405,13.1313,0.349066,36.67
2.54485,13.1384,0.349066,36.68
2.54564,13.1456,0.349066,36.69
2.54644,13.1528,0.349066,36.7
2.54723,13.1599,0.349066,36.71
2.54803,13.1671,0.349066,36.72
2.54882,13.1743,0.349066,36.73
2.54962,13.1814,0.349066,36.74
2.55042,13.1886,0.349066,36.75
2.55121,13.1958,0.349066,36.76
2.55201,13.203,0.349066,36.77
2.5528,13.2102,0.349066,36.78
2.5536,13.2173,0.349066,36.79
2.55439,13.2245,0.349066,36.8
2.55519,13.2317,0.349066,36.81
2.55598,13.2389,0.349066,36.82
2.55678,13.2461,0.349066,36.83
2.55757,13.2533,0.349066,36.84
2.55837,13.2605,0.349066,36.85
2.55917,13.2677,0.349066,36.86
2.55996,13.2749,0.349066,36.87
2.56076,13.2821,0.349066,36.88
2.56155,13.2893,0.349066,36.89
2.56235,13.2965,0.349066,36.9
2.56314,13.3037,0.349066,36.91
2.56394,13.3109,0.349066,36.92
2.56473,13.3181,0.349066,36.93
2.56553,13.3253,0.349066,36.94
2.56633,13.3325,0.349066,36.95
2.56712,13.3398,0.349066,36.96
2.56792,13.347,0.349066,36.97
2.56871,13.3542,0.349066,36.98
2.56951,13.3614,0.349066,36.99
2.5703,13.3686,0.349066,37
2.5711,13.3759,0.349066,37.01
2.57189,13.3831,0.349066,37.02
2.57269,13.3903,0.349066,37.03
2.57348,13.3976,0.349066,37.04
2.57428,13.4048,0.349066,37.05
2.57508,13.412,0.349066,37.06
2.57587,13.4193,0.349066,37.07
2.57667,13.4265,0.349066,37.08
2.57746,13.4338,0.349066,37.09
2.57826,13.441,0.349066,37.1
2.57905,13.4482,0.349066,37.11
2.57985,13.4555,0.349066,37.12
2.58064,13.4627,0.349066,37.13
2.58144,13.47,0.349066,37.14
2.58223,13.4772,0.349066,37.15
2.58303,13.4845,0.349066,37.16
2.58383,13.4918,0.349066,37.17
2.58462,13.499,0.349066,37.18
2.58542,13.5063,0.349066,37.19
2.58621,13.5135,0.349066,37.2
2.58701,13.5208,0.349066,37.21
2.5878,13.5281,0.349066,37.22
2.5886,13.5353,0.349066,37.23
2.58939,13.5426,0.349066,37.24
2.59019,13.5499,0.349066,37.25
2.59099,13.5572,0.349066,37.26
2.59178,13.5644,0.349066,37.27
2.59258,13.5717,0.349066,37.28
2.59337,13.579,0.349066,37.29
2.59417,13.5863,0.349066,37.3
2.59496,13.5936,0.349066,37.31
2.59576,13.6009,0.349066,37.32
2.59655,13.6081,0.349066,37.33
2.59735,13.6154,0.349066,37.34
2.59814,13.6227,0.349066,37.35
2.59894,13.63,0.349066,37.36
2.59974,13.6373,0.349066,37.37
2.60053,13.6446,0.349066,37.38
2.60133,13.6519,0.349066,37.39
2.60212,13.6592,0.349066,37.4
2.60292,13.6665,0.349066,37.41
2.60371,13.6738,0.349066,37.42
2.60451,13.6811,0.349066,37.43
2.6053,13.6885,0.349066,37.44
2.6061,13.6958,0.349066,37.45
2.6069,13.7031,0.349066,37.46
2.60769,13.7104,0.349066,37.47
2.60849,13.7177,0.349066,37.48
2.60928,13.725,0.349066,37.49
2.61008,13.7324,0.349066,37.5
2.61087,13.7397,0.349066,37.51
2.61167,13.747,0.349066,37.52
2.61246,13.7543,0.349066,37.53
2.61326,13.7617,0.349066,37.54
2.61405,13.769,0.349066,37.55
2.61485,13.7763,0.349066,37.56
2.61565,13.7837,0.349066,37.57
2.61644,13.791,0.349066,37.58
2.61724,13.7983,0.349066,37.59
2.61803,13.8057,0.349066,37.6
2.61883,13.813,0.349066,37.61
2.61962,13.8204,0.349066,37.62
2.62042,13.8277,0.349066,37.63
2.62121,13.8351,0.349066,37.64
2.62201,13.8424,0.349066,37.65
2.6228,13.8498,0.349066,37.66
2.6236,13.8571,0.349066,37.67
2.6244,13.8645,0.349066,37.68
2.62519,13.8718,0.349066,37.69
2.62599,13.8792,0.349066,37.7
2.62678,13.8866,0.349066,37.71
2.62758,13.8939,0.349066,37.72
2.62837,13.9013,0.349066,37.73
2.62917,13.9087,0.349066,37.74
2.62996,13.916,0.349066,37.75
2.63076,13.9234,0.349066,37.76
2.63156,13.9308,0.349066,37.77
2.63235,13.9382,0.349066,37.78
2.63315,13.9455,0.349066,37.79
2.63394,13.9529,0.349066,37.8
2.63474,13.9603,0.349066,37.81
2.63553,13.9677,0.349066,37.82
2.63633,13.9751,0.349066,37.83
2.63712,13.9825,0.349066,37.84
2.63792,13.9899,0.349066,37.85
2.63871,13.9972,0.349066,37.86
2.63951,14.0046,0.349066,37.87
2.64031,14.012,0.349066,37.88
2.6411,14.0194,0.349066,37.89
2.6419,14.0268,0.349066,37.9
2.64269,14.0342,0.349066,37.91
2.64349,14.0416,0.349066,37.92
2.64428,14.049,0.349066,37.93
2.64508,14.0565,0.349066,37.94
2.64587,14.0639,0.349066,37.95
2.64667,14.0713,0.349066,37.96
2.64747,14.0787,0.349066,37.97
2.64826,14.0861,0.349066,37.98
2.64906,14.0935,0.349066,37.99
2.64985,14.1009,0.349066,38
2.65065,14.1084,0.349066,38.01
2.65144,14.1158,0.349066,38.02
2.65224,14.1232,0.349066,38.03
2.65303,14.1306,0.349066,38.04
2.65383,14.1381,0.349066,38.05
2.65462,14.1455,0.349066,38.06
2.65542,14.1529,0.349066,38.07
2.65622,14.1604,0.349066,38.08
2.65701,14.1678,0.349066,38.09
2.65781,14.1752,0.349066,38.1
2.6586,14.1827,0.349066,38.11
2.6594,14.1901,0.349066,38.12
2.66019,14.1976,0.349066,38.13
2.66099,14.205,0.349066,38.14
2.66178,14.2125,0.349066,38.15
2.66258,14.2199,0.349066,38.16
2.66338,14.2274,0.349066,38.17
2.66417,14.2348,0.349066,38.18
2.66497,14.2423,0.349066,38.19
2.66576,14.2497,0.349066,38.2
2.66656,14.2572,0.349066,38.21
2.66735,14.2647,0.349066,38.22
2.66815,14.2721,0.349066,38.23
2.66894,14.2796,0.349066,38.24
2.66974,14.2871,0.349066,38.25
2.67053,14.2945,0.349066,38.26
2.67133,14.302,0.349066,38.27
2.67213,14.3095,0.349066,38.28
2.67292,14.317,0.349066,38.29
2.67372,14.3244,0.349066,38.3
2.67451,14.3319,0.349066,38.31
2.67531,14.3394,0.349066,38.32
2.6761,14.3469,0.349066,38.33
2.6769,14.3544,0.349066,38.34
2.67769,14.3619,0.349066,38.35
2.67849,14.3693,0.349066,38.36
2.67928,14.3768,0.349066,38.37
2.68008,14.3843,0.349066,38.38
2.68088,14.3918,0.349066,38.39
2.68167,14.3993,0.349066,38.4
2.68247,14.4068,0.349066,38.41
2.68326,14.4143,0.349066,38.42
2.68406,14.4218,0.349066,38.43
2.68485,14.4293,0.349066,38.44
2.68565,14.4368,0.349066,38.45
2.68644,14.4444,0.349066,38.46
2.68724,14.4519,0.349066,38.47
2.68804,14.4594,0.349066,38.48
2.68883,14.4669,0.349066,38.49
2.68963,14.4744,0.349066,38.5
2.69042,14.4819,0.349066,38.51
2.69122,14.4895,0.349066,38.52
2.69201,14.497,0.349066,38.53
2.69281,14.5045,0.349066,38.54
2.6936,14.512,0.349066,38.55
2.6944,14.5196,0.349066,38.56
2.69519,14.5271,0.349066,38.57
2.69599,14.5346,0.349066,38.58
2.69679,14.5422,0.349066,38.59
2.69758,14.5497,0.349066,38.6
2.69838,14.5572,0.349066,38.61
2.69917,14.5648,0.349066,38.62
2.69997,14.5723,0.349066,38.63
2.70076,14.5799,0.349066,38.64
2.70156,14.5874,0.349066,38.65
2.70235,14.595,0.349066,38.66
2.70315,14.6025,0.349066,38.67
2.70395,14.6101,0.349066,38.68
2.70474,14.6176,0.349066,38.69
2.70554,14.6252,0.349066,38.7
2.70633,14.6327,0.349066,38.71
2.70713,14.6403,0.349066,38.72
2.70792,14.6478,0.349066,38.73
2.70872,14.6554,0.349066,38.74
2.70951,14.663,0.349066,38.75
2.71031,14.6705,0.349066,38.76
2.7111,14.6781,0.349066,38.77
2.7119,14.6857,0.349066,38.78
2.7127,14.6933,0.349066,38.79
2.71349,14.7008,0.349066,38.8
2.71429,14.7084,0.349066,38.81
2.71508,14.716,0.349066,38.82
2.71588,14.7236,0.349066,38.83
2.71667,14.7312,0.349066,38.84
2.71747,14.7387,0.349066,38.85
2.71826,14.7463,0.349066,38.86
2.71906,14.7539,0.349066,38.87
2.71986,14.7615,0.349066,38.88
2.72065,14.7691,0.349066,38.89
2.72145,14.7767,0.349066,38.9
2.72224,14.7843,0.349066,38.91
2.72304,14.7919,0.349066,38.92
2.72383,14.7995,0.349066,38.93
2.72463,14.8071,0.349066,38.94
2.72542,14.8147,0.349066,38.95
2.72622,14.8223,0.349066,38.96
2.72701,14.8299,0.349066,38.97
2.72781,14.8375,0.349066,38.98
2.72861,14.8451,0.349066,38.99
2.7294,14.8528,0.349066,39
2.7302,14.8604,0.349066,39.01
2.73099,14.868,0.349066,39.02
2.73179,14.8756,0.349066,39.03
2.73258,14.8832,0.349066,39.04
2.73338,14.8909,0.349066,39.05
2.73417,14.8985,0.349066,39.06
2.73497,14.9061,0.349066,39.07
2.73577,14.9138,0.349066,39.08
2.73656,14.9214,0.349066,39.09
2.73736,14.929,0.349066,39.1
2.73815,14.9367,0.349066,39.11
2.73895,14.9443,0.349066,39.12
2.73974,14.9519,0.349066,39.13
2.74054,14.9596,0.349066,39.14
2.74133,14.9672,0.349066,39.15
2.74213,14.9749,0.349066,39.16
2.74292,14.9825,0.349066,39.17
2.74372,14.9902,0.349066,39.18
2.74452,14.9978,0.349066,39.19
2.74531,15.0055,0.349066,39.2
2.74611,15.0131,0.349066,39.21
2.7469,15.0208,0.349066,39.22
2.7477,15.0284,0.349066,39.23
2.74849,15.0361,0.349066,39.24
2.74929,15.0438,0.349066,39.25
2.75008,15.0514,0.349066,39.26
2.75088,15.0591,0.349066,39.27
2.75168,15.0668,0.349066,39.28
2.75247,15.0744,0.349066,39.29
2.75327,15.0821,0.349066,39.3
2.75406,15.0898,0.349066,39.31
2.75486,15.0975,0.349066,39.32
2.75565,15.1051,0.349066,39.33
2.75645,15.1128,0.349066,39.34
2.75724,15.1205,0.349066,39.35
2.75804,15.1282,0.349066,39.36
2.75883,15.1359,0.349066,39.37
2.75963,15.1436,0.349066,39.38
2.76043,15.1513,0.349066,39.39
2.76122,15.159,0.349066,39.4
2.76202,15.1667,0.349066,39.41
2.76281,15.1743,0.349066,39.42
2.76361,15.182,0.349066,39.43
2.7644,15.1897,0.349066,39.44
2.7652,15.1975,0.349066,39.45
2.76599,15.2052,0.349066,39.46
2.76679,15.2129,0.349066,39.47
2.76759,15.2206,0.349066,39.48
2.76838,15.2283,0.349066,39.49
2.76918,15.236,0.349066,39.5
2.76997,15.2437,0.349066,39.51
2.77077,15.2514,0.349066,39.52
2.77156,15.2591,0.349066,39.53
2.77236,15.2669,0.349066,39.54
2.77315,15.2746,0.349066,39.55
2.77395,15.2823,0.349066,39.56
2.77474,15.29,0.349066,39.57
2.77554,15.2978,0.349066,39.58
2.77634,15.3055,0.349066,39.59
2.77713,15.3132,0.349066,39.6
2.77793,15.321,0.349066,39.61
2.77872,15.3287,0.349066,39.62
2.77952,15.3364,0.349066,39.63
2.78031,15.3442,0.349066,39.64
2.78111,15.3519,0.349066,39.65
2.7819,15.3597,0.349066,39.66
2.7827,15.3674,0.349066,39.67
2.7835,15.3752,0.349066,39.68
2.78429,15.3829,0.349066,39.69
2.78509,15.3907,0.349066,39.7
2.78588,15.3984,0.349066,39.71
2.78668,15.4062,0.349066,39.72
2.78747,15.4139,0.349066,39.73
2.78827,15.4217,0.349066,39.74
2.78906,15.4294,0.349066,39.75
2.78986,15.4372,0.349066,39.76
2.79065,15.445,0.349066,39.77
2.79145,15.4527,0.349066,39.78
2.79225,15.4605,0.349066,39.79
2.79304,15.4683,0.349066,39.8
2.79384,15.476,0.349066,39.81
2.79463,15.4838,0.349066,39.82
2.79543,15.4916,0.349066,39.83
2.79622,15.4994,0.349066,39.84
2.79702,15.5072,0.349066,39.85
2.79781,15.5149,0.349066,39.86
2.79861,15.5227,0.349066,39.87
2.79941,15.5305,0.349066,39.88
2.8002,15.5383,0.349066,39.89
2.801,15.5461,0.349066,39.9
2.80179,15.5539,0.349066,39.91
2.80259,15.5617,0.349066,39.92
2.80338,15.5695,0.349066,39.93
2.80418,15.5773,0.349066,39.94
2.80497,15.5851,0.349066,39.95
2.80577,15.5929,0.349066,39.96
2.80656,15.6007,0.349066,39.97
2.80736,15.6085,0.349066,39.98
2.80816,15.6163,0.349066,39.99
2.80895,15.6241,0.349066,40
2.80975,15.6319,0.349066,40.01
2.81054,15.6397,0.349066,40.02
2.81134,15.6475,0.349066,40.03
2.81213,15.6554,0.349066,40.04
2.81293,15.6632,0.349066,40.05
2.81372,15.671,0.349066,40.06
2.81452,15.6788,0.349066,40.07
2.81532,15.6867,0.349066,40.08
2.81611,15.6945,0.349066,40.09
2.81691,15.7023,0.349066,40.1
2.8177,15.7101,0.349066,40.11
2.8185,15.718,0.349066,40.12
2.81929,15.7258,0.349066,40.13
2.82009,15.7337,0.349066,40.14
2.82088,15.7415,0.349066,40.15
2.82168,15.7493,0.349066,40.16
2.82247,15.7572,0.349066,40.17
2.82327,15.765,0.349066,40.18
2.82407,15.7729,0.349066,40.19
2.82486,15.7807,0.349066,40.2
2.82566,15.7886,0.349066,40.21
2.82645,15.7964,0.349066,40.22
2.82725,15.8043,0.349066,40.23
2.82804,15.8121,0.349066,40.24
2.82884,15.82,0.349066,40.25
2.82963,15.8279,0.349066,40.26
2.83043,15.8357,0.349066,40.27
2.83123,15.8436,0.349066,40.28
2.83202,15.8514,0.349066,40.29
2.83282,15.8593,0.349066,40.3
2.83361,15.8672,0.349066,40.31
2.83441,15.8751,0.349066,40.32
2.8352,15.8829,0.349066,40.33
2.836,15.8908,0.349066,40.34
2.83679,15.8987,0.349066,40.35
2.83759,15.9066,0.349066,40.36
2.83838,15.9145,0.349066,40.37
2.83918,15.9223,0.349066,40.38
2.83998,15.9302,0.349066,40.39
2.84077,15.9381,0.349066,40.4
2.84157,15.946,0.349066,40.41
2.84236,15.9539,0.349066,40.42
2.84316,15.9618,0.349066,40.43
2.84395,15.9697,0.349066,40.44
2.84475,15.9776,0.349066,40.45
2.84554,15.9855,0.349066,40.46
2.84634,15.9934,0.349066,40.47
2.84714,16.0013,0.349066,40.48
2.84793,16.0092,0.349066,40.49
2.84873,16.0171,0.349066,40.5
2.84952,16.025,0.349066,40.51
2.85032,16.0329,0.349066,40.52
2.85111,16.0408,0.349066,40.53
2.85191,16.0488,0.349066,40.54
2.8527,16.0567,0.349066,40.55
2.8535,16.0646,0.349066,40.56
2.85429,16.0725,0.349066,40.57
2.85509,16.0804,0.349066,40.58
2.85589,16.0884,0.349066,40.59
2.85668,16.0963,0.349066,40.6
2.85748,16.1042,0.349066,40.61
2.85827,16.1121,0.349066,40.62
2.85907,16.1201,0.349066,40.63
2.85986,16.128,0.349066,40.64
2.86066,16.136,0.349066,40.65
2.86145,16.1439,0.349066,40.66
2.86225,16.1518,0.349066,40.67
2.86305,16.1598,0.349066,40.68
2.86384,16.1677,0.349066,40.69
2.86464,16.1757,0.349066,40.7
2.86543,16.1836,0.349066,40.71
2.86623,16.1916,0.349066,40.72
2.86702,16.1995,0.349066,40.73
2.86782,16.2075,0.349066,40.74
2.86861,16.2154,0.349066,40.75
2.86941,16.2234,0.349066,40.76
2.87021,16.2313,0.349066,40.77
2.871,16.2393,0.349066,40.78
2.8718,16.2473,0.349066,40.79
2.87259,16.2552,0.349066,40.8
2.87339,16.2632,0.349066,40.81
2.87418,16.2712,0.349066,40.82
2.87498,16.2792,0.349066,40.83
2.87577,16.2871,0.349066,40.84
2.87657,16.2951,0.349066,40.85
2.87736,16.3031,0.349066,40.86
2.87816,16.3111,0.349066,40.87
2.87896,16.319,0.349066,40.88
2.87975,16.327,0.349066,40.89
2.88055,16.335,0.349066,40.9
2.88134,16.343,0.349066,40.91
2.88214,16.351,0.349066,40.92
2.88293,16.359,0.349066,40.93
2.88373,16.367,0.349066,40.94
2.88452,16.375,0.349066,40.95
2.88532,16.383,0.349066,40.96
2.88612,16.391,0.349066,40.97
2.88691,16.399,0.349066,40.98
2.88771,16.407,0.349066,40.99
2.8885,16.415,0.349066,41
2.8893,16.423,0.349066,41.01
2.89009,16.431,0.349066,41.02
2.89089,16.439,0.349066,41.03
2.89168,16.447,0.349066,41.04
2.89248,16.455,0.349066,41.05
2.89327,16.463,0.349066,41.06
2.89407,16.4711,0.349066,41.07
2.89487,16.4791,0.349066,41.08
2.89566,16.4871,0.349066,41.09
2.89646,16.4951,0.349066,41.1
2.89725,16.5032,0.349066,41.11
2.89805,16.5112,0.349066,41.12
2.89884,16.5192,0.349066,41.13
2.89964,16.5273,0.349066,41.14
2.90043,16.5353,0.349066,41.15
2.90123,16.5433,0.349066,41.16
2.90203,16.5514,0.349066,41.17
2.90282,16.5594,0.349066,41.18
2.90362,16.5674,0.349066,41.19
2.90441,16.5755,0.349066,41.2
2.90521,16.5835,0.349066,41.21
2.906,16.5916,0.349066,41.22
2.9068,16.5996,0.349066,41.23
2.90759,16.6077,0.349066,41.24
2.90839,16.6157,0.349066,41.25
2.90918,16.6238,0.349066,41.26
2.90998,16.6319,0.349066,41.27
2.91078,16.6399,0.349066,41.28
2.91157,16.648,0.349066,41.29
2.91237,16.656,0.349066,41.3
2.91316,16.6641,0.349066,41.31
2.91396,16.6722,0.349066,41.32
2.91475,16.6802,0.349066,41.33
2.91555,16.6883,0.349066,41.34
2.91634,16.6964,0.349066,41.35
2.91714,16.7045,0.349066,41.36
2.91794,16.7125,0.349066,41.37
2.91873,16.7206,0.349066,41.38
2.91953,16.7287,0.349066,41.39
2.92032,16.7368,0.349066,41.4
2.92112,16.7449,0.349066,41.41
2.92191,16.753,0.349066,41.42
2.92271,16.7611,0.349066,41.43
2.9235,16.7691,0.349066,41.44
2.9243,16.7772,0.349066,41.45
2.92509,16.7853,0.349066,41.46
2.92589,16.7934,0.349066,41.47
2.92669,16.8015,0.349066,41.48
2.92748,16.8096,0.349066,41.49
2.92828,16.8177,0.349066,41.5
2.92907,16.8258,0.349066,41.51
2.92987,16.8339,0.349066,41.52
2.93066,16.8421,0.349066,41.53
2.93146,16.8502,0.349066,41.54
2.93225,16.8583,0.349066,41.55
2.93305,16.8664,0.349066,41.56
2.93385,16.8745,0.349066,41.57
2.93464,16.8826,0.349066,41.58
2.93544,16.8907,0.349066,41.59
2.93623,16.8989,0.349066,41.6
2.93703,16.907,0.349066,41.61
2.93782,16.9151,0.349066,41.62
2.93862,16.9233,0.349066,41.63
2.93941,16.9314,0.349066,41.64
2.94021,16.9395,0.349066,41.65
2.94101,16.9476,0.349066,41.66
2.9418,16.9558,0.349066,41.67
2.9426,16.9639,0.349066,41.68
2.94339,16.9721,0.349066,41.69
2.94419,16.9802,0.349066,41.7
2.94498,16.9883,0.349066,41.71
2.94578,16.9965,0.349066,41.72
2.94657,17.0046,0.349066,41.73
2.94737,17.0128,0.349066,41.74
2.94816,17.0209,0.349066,41.75
2.94896,17.0291,0.349066,41.76
2.94976,17.0373,0.349066,41.77
2.95055,17.0454,0.349066,41.78
2.95135,17.0536,0.349066,41.79
2.95214,17.0617,0.349066,41.8
2.95294,17.0699,0.349066,41.81
2.95373,17.0781,0.349066,41.82
2.95453,17.0862,0.349066,41.83
2.95532,17.0944,0.349066,41.84
2.95612,17.1026,0.349066,41.85
2.95692,17.1107,0.349066,41.86
2.95771,17.1189,0.349066,41.87
2.95851,17.1271,0.349066,41.88
2.9593,17.1353,0.349066,41.89
2.9601,17.1435,0.349066,41.9
2.96089,17.1516,0.349066,41.91
2.96169,17.1598,0.349066,41.92
2.96248,17.168,0.349066,41.93
2.96328,17.1762,0.349066,41.94
2.96407,17.1844,0.349066,41.95
2.96487,17.1926,0.349066,41.96
2.96567,17.2008,0.349066,41.97
2.96646,17.209,0.349066,41.98
2.96726,17.2172,0.349066,41.99
2.96805,17.2254,0.349066,42
2.96885,17.2336,0.349066,42.01
2.96964,17.2418,0.349066,42.02
2.97044,17.25,0.349066,42.03
2.97123,17.2582,0.349066,42.04
2.97203,17.2664,0.349066,42.05
2.97283,17.2746,0.349066,42.06
2.97362,17.2828,0.349066,42.07
2.97442,17.291,0.349066,42.08
2.97521,17.2993,0.349066,42.09
2.97601,17.3075,0.349066,42.1
2.9768,17.3157,0.349066,42.11
2.9776,17.3239,0.349066,42.12
2.97839,17.3322,0.349066,42.13
2.97919,17.3404,0.349066,42.14
2.97998,17.3486,0.349066,42.15
2.98078,17.3568,0.349066,42.16
2.98158,17.3651,0.349066,42.17
2.98237,17.3733,0.349066,42.18
2.98317,17.3816,0.349066,42.19
2.98396,17.3898,0.349066,42.2
2.98476,17.398,0.349066,42.21
2.98555,17.4063,0.349066,42.22
2.98635,17.4145,0.349066,42.23
2.98714,17.4228,0.349066,42.24
2.98794,17.431,0.349066,42.25
2.98874,17.4393,0.349066,42.26
2.98953,17.4475,0.349066,42.27
2.99033,17.4558,0.349066,42.28
2.99112,17.464,0.349066,42.29
2.99192,17.4723,0.349066,42.3
2.99271,17.4806,0.349066,42.31
2.99351,17.4888,0.349066,42.32
2.9943,17.4971,0.349066,42.33
2.9951,17.5054,0.349066,42.34
2.9959,17.5136,0.349066,42.35
2.99669,17.5219,0.349066,42.36
2.99749,17.5302,0.349066,42.37
2.99828,17.5384,0.349066,42.38
2.99908,17.5467,0.349066,42.39
2.99987,17.555,0.349066,42.4
3.00067,17.5633,0.349066,42.41
3.00146,17.5716,0.349066,42.42
3.00226,17.5798,0.349066,42.43
3.00305,17.5881,0.349066,42.44
3.00385,17.5964,0.349066,42.45
3.00465,17.6047,0.349066,42.46
3.00544,17.613,0.349066,42.47
3.00624,17.6213,0.349066,42.48
3.00703,17.6296,0.349066,42.49
3.00783,17.6379,0.349066,42.5
3.00862,17.6462,0.349066,42.51
3.00942,17.6545,0.349066,42.52
3.01021,17.6628,0.349066,42.53
3.01101,17.6711,0.349066,42.54
3.01181,17.6794,0.349066,42.55
3.0126,17.6877,0.349066,42.56
3.0134,17.696,0.349066,42.57
3.01419,17.7043,0.349066,42.58
3.01499,17.7127,0.349066,42.59
3.01578,17.721,0.349066,42.6
3.01658,17.7293,0.349066,42.61
3.01737,17.7376,0.349066,42.62
3.01817,17.7459,0.349066,42.63
3.01896,17.7543,0.349066,42.64
3.01976,17.7626,0.349066,42.65
3.02056,17.7709,0.349066,42.66
3.02135,17.7793,0.349066,42.67
3.02215,17.7876,0.349066,42.68
3.02294,17.7959,0.349066,42.69
3.02374,17.8043,0.349066,42.7
3.02453,17.8126,0.349066,42.71
3.02533,17.8209,0.349066,42.72
3.02612,17.8293,0.349066,42.73
3.02692,17.8376,0.349066,42.74
3.02772,17.846,0.349066,42.75
3.02851,17.8543,0.349066,42.76
3.02931,17.8627,0.349066,42.77
3.0301,17.871,0.349066,42.78
3.0309,17.8794,0.349066,42.79
3.03169,17.8877,0.349066,42.8
3.03249,17.8961,0.349066,42.81
3.03328,17.9045,0.349066,42.82
3.03408,17.9128,0.349066,42.83
3.03488,17.9212,0.349066,42.84
3.03567,17.9296,0.349066,42.85
3.03647,17.9379,0.349066,42.86
3.03726,17.9463,0.349066,42.87
3.03806,17.9547,0.349066,42.88
3.03885,17.963,0.349066,42.89
3.03965,17.9714,0.349066,42.9
3.04044,17.9798,0.349066,42.91
3.04124,17.9882,0.349066,42.92
3.04203,17.9966,0.349066,42.93
3.04283,18.0049,0.349066,42.94
3.04363,18.0133,0.349066,42.95
3.04442,18.0217,0.349066,42.96
3.04522,18.0301,0.349066,42.97
3.04601,18.0385,0.349066,42.98
3.04681,18.0469,0.349066,42.99
3.0476,18.0553,0.349066,43
3.0484,18.0637,0.349066,43.01
3.04919,18.0721,0.349066,43.02
3.04999,18.0805,0.349066,43.03
3.05079,18.0889,0.349066,43.04
3.05158,18.0973,0.349066,43.05
3.05238,18.1057,0.349066,43.06
3.05317,18.1141,0.349066,43.07
3.05397,18.1225,0.349066,43.08
3.05476,18.1309,0.349066,43.09
3.05556,18.1394,0.349066,43.1
3.05635,18.1478,0.349066,43.11
3.05715,18.1562,0.349066,43.12
3.05794,18.1646,0.349066,43.13
3.05874,18.173,0.349066,43.14
3.05954,18.1815,0.349066,43.15
3.06033,18.1899,0.349066,43.16
3.06113,18.1983,0.349066,43.17
3.06192,18.2068,0.349066,43.18
3.06272,18.2152,0.349066,43.19
3.06351,18.2236,0.349066,43.2
3.06431,18.2321,0.349066,43.21
3.0651,18.2405,0.349066,43.22
3.0659,18.2489,0.349066,43.23
3.0667,18.2574,0.349066,43.24
3.06749,18.2658,0.349066,43.25
3.06829,18.2743,0.349066,43.26
3.06908,18.2827,0.349066,43.27
3.06988,18.2912,0.349066,43.28
3.07067,18.2996,0.349066,43.29
3.07147,18.3081,0.349066,43.3
3.07226,18.3165,0.349066,43.31
3.07306,18.325,0.349066,43.32
3.07385,18.3335,0.349066,43.33
3.07465,18.3419,0.349066,43.34
3.07545,18.3504,0.349066,43.35
3.07624,18.3588,0.349066,43.36
3.07704,18.3673,0.349066,43.37
3.07783,18.3758,0.349066,43.38
3.07863,18.3843,0.349066,43.39
3.07942,18.3927,0.349066,43.4
3.08022,18.4012,0.349066,43.41
3.08101,18.4097,0.349066,43.42
3.08181,18.4182,0.349066,43.43
3.08261,18.4266,0.349066,43.44
3.0834,18.4351,0.349066,43.45
3.0842,18.4436,0.349066,43.46
3.08499,18.4521,0.349066,43.47
3.08579,18.4606,0.349066,43.48
3.08658,18.4691,0.349066,43.49
3.08738,18.4776,0.349066,43.5
3.08817,18.4861,0.349066,43.51
3.08897,18.4946,0.349066,43.52
3.08977,18.5031,0.349066,43.53
3.09056,18.5116,0.349066,43.54
3.09136,18.5201,0.349066,43.55
3.09215,18.5286,0.349066,43.56
3.09295,18.5371,0.349066,43.57
3.09374,18.5456,0.349066,43.58
3.09454,18.5541,0.349066,43.59
3.09533,18.5626,0.349066,43.6
3.09613,18.5711,0.349066,43.61
3.09692,18.5796,0.349066,43.62
3.09772,18.5882,0.349066,43.63
3.09852,18.5967,0.349066,43.64
3.09931,18.6052,0.349066,43.65
3.10011,18.6137,0.349066,43.66
3.1009,18.6223,0.349066,43.67
3.1017,18.6308,0.349066,43.68
3.10249,18.6393,0.349066,43.69
3.10329,18.6479,0.349066,43.7
3.10408,18.6564,0.349066,43.71
3.10488,18.6649,0.349066,43.72
3.10568,18.6735,0.349066,43.73
3.10647,18.682,0.349066,43.74
3.10727,18.6905,0.349066,43.75
3.10806,18.6991,0.349066,43.76
3.10886,18.7076,0.349066,43.77
3.10965,18.7162,0.349066,43.78
3.11045,18.7247,0.349066,43.79
3.11124,18.7333,0.349066,43.8
3.11204,18.7418,0.349066,43.81
3.11283,18.7504,0.349066,43.82
3.11363,18.759,0.349066,43.83
